PERIODO,NUM_ORDEN,DEPARTAMENTO,DIVISION,INSPECTOR,SUPERVISOR,CUIT,RAZON_SOCIAL,FECHA_INICIO,FECHA_DEVOL_TRANS
1 TRIM 2014,1456,EXTERNA B,V,MESITI CLAUDIO,BECERRA PEREZ HUGO,30539855960,SERRA LIMA SA,05/02/2013,
1 TRIM 2014,1457,OPERATIVOS,C,VAZQUEZ CLAUDIO,ZELVYS SERGIO,30711728666,SERRANO P.Y DOTELLI A.,12/12/2013,
1 TRIM 2015,1571,EXTERNA F,B,VAZQUEZ CLAUDIO,ZELVYS SERGIO,30711728666,SERRANO P.Y DOTELLI A.,12/12/2013,
2 TRIM 2014,1449,EXTERNA F,B,VAZQUEZ CLAUDIO,ZELVYS SERGIO,30711728666,SERRANO P.Y DOTELLI A.,12/12/2013,
2 TRIM 2015,1621,EXTERNA F,B,VAZQUEZ CLAUDIO,ZELVYS SERGIO,30711728666,SERRANO P.Y DOTELLI A.,12/12/2013,
3 TRIM 2014,1487,EXTERNA F,B,VAZQUEZ CLAUDIO,ZELVYS SERGIO,30711728666,SERRANO P.Y DOTELLI A.,12/12/2013,
2 TRIM 2015,1622,PLANIFICACION Y SELECCION,INTERNA I,LEDESMA CARINA,D'APICE ADRIANA,30687797376,SERTEC SERVICIOS Y TECNOLOGIA EN LIMPIEZA S.A.,21/04/2015,
3 TRIM 2015,1667,PLANIFICACION Y SELECCION,INTERNA I,LEDESMA CARINA,D'APICE ADRIANA,30687797376,SERTEC SERVICIOS Y TECNOLOGIA EN LIMPIEZA S.A.,21/04/2015,
1 TRIM 2014,1458,EXTERNA D,SELLOS,RIPOLI JORGE,CHIRICO MARIA,30698742190,SERV. INTEG. FOOD AND CATERING SRL,22/07/2013,
2 TRIM 2014,1450,EXTERNA D,SELLOS,RIPOLI JORGE,CHIRICO MARIA,30698742190,SERV. INTEG. FOOD AND CATERING SRL,22/07/2013,
3 TRIM 2014,1488,EXTERNA D,SELLOS,RIPOLI JORGE,CHIRICO MARIA,30698742190,SERV. INTEG. FOOD AND CATERING SRL,22/07/2013,
3 TRIM 2015,1668,EXTERNA A,III,COGLIOLO ANALIA,ANTONELLI MARTA,30710252129,SERVICES Y MORE S.AS.,N/L,
2 TRIM 2015,1623,CONCURSOS Y QUIEBRAS,,ESQUEFF ESTELA,GUMUCIO HUMBERTO,30710617054,SERVICIO CONTROL Y SEGURIDAD S.A.,14/04/2015,
1 TRIM 2015,1572,EXTERNA A,I,PETRONE MARIA,GONZALEZ CLAUDIA,30659863789,SERVICIO ELECTRONICO DE PAGO,08/06/2010,42079
2 TRIM 2014,1451,NORMAS Y MANUALES DE FISCALIZACION,EQUIPO A,"BUTTAFUOCO, CESAR",CEREZO MARCELA,30677854231,SERVICIO INTEGRAL DE PRACTICOS SA,14/07/2011,23/10/2012
2 TRIM 2014,401,EXTERNA E,II,BAJO HERNAN,DOMINGUEZ JAVIER,33522082169,SERVICIOS ASISTENCIAL,20/08/2013,
3 TRIM 2015,1669,EXTERNA C,IX,PONTI CLAUDIA,COLUCCIO JORGE,30647473128,SERVICIOS DE ALMACEN FISCAL ZONA FRANCA Y MANDATOS S.A.,14/09/2015,
1 TRIM 2015,1573,PLANIFICACION Y SELECCION,INTERNA II,CHIRDO FLAVIA,MONTERO FERNANDO,30701737217,SERVICIOS DE LIMPIEZA Y MANTENIMIENTO S.A.,05/03/2015,
2 TRIM 2015,1624,PLANIFICACION Y SELECCION,INTERNA II,CHIRDO FLAVIA,MONTERO FERNANDO,30701737217,SERVICIOS DE LIMPIEZA Y MANTENIMIENTO S.A.,05/03/2015,
3 TRIM 2015,1670,PLANIFICACION Y SELECCION,INTERNA II,CHIRDO FLAVIA,MONTERO FERNANDO,30701737217,SERVICIOS DE LIMPIEZA Y MANTENIMIENTO S.A.,05/03/2015,
4 TRIM 2014,1393,CONCURSOS Y QUIEBRAS,,ESQUEFF ESTELA,GUMUCIO HUMBERTO,30710092466,SERVICIOS NORMATIVOS SA,09/12/2014,
1 TRIM 2014,1459,CONCURSOS Y QUIEBRAS,,"MALAGUEO, ELDA A.","POLICANO, ANTONIO",30711380554,SERVICIOS PROFESIONALES EN LINEA SA,26/06/2014,
1 TRIM 2015,1574,EXTERNA A,III,WASSOUF GERMAN,PETRELLA ANTONIO,30708184892,SERVICIOS SEAT SA,25/03/2015,
2 TRIM 2015,1625,EXTERNA A,III,WASSOUF GERMAN,PETRELLA ANTONIO,30708184892,SERVICIOS SEAT SA,25/03/2015,
3 TRIM 2015,1671,EXTERNA A,III,WASSOUF GERMAN,PETRELLA ANTONIO,30708184892,SERVICIOS SEAT SA,25/03/2015,
1 TRIM 2014,1460,PLANIFICACION Y SELECCION,A,CASTIGLIONE ROMINA,D'APICE ADRIANA,30710631049,SERVICIOS TORQUE SA,20/01/2014,
1 TRIM 2015,1575,PLANIFICACION Y SELECCION,INTERNA I,CASTIGLIONE ROMINA,D'APICE ADRIANA,30710631049,SERVICIOS TORQUE SA,25/07/2014,
2 TRIM 2014,1452,PLANIFICACION Y SELECCION,INTERNA I,CASTIGLIONE ROMINA,D'APICE ADRIANA,30710631049,SERVICIOS TORQUE SA,20/01/2014,
2 TRIM 2014,1453,PLANIFICACION Y SELECCION,INTERNA I,CASTIGLIONE ROMINA,D'APICE ADRIANA,30710631049,SERVICIOS TORQUE SA,25/07/2014,
2 TRIM 2015,1626,PLANIFICACION Y SELECCION,INTERNA I,CASTIGLIONE ROMINA,D'APICE ADRIANA,30710631049,SERVICIOS TORQUE SA,25/07/2014,
3 TRIM 2014,1489,PLANIFICACION Y SELECCION,INTERNA I,CASTIGLIONE ROMINA,D'APICE ADRIANA,30710631049,SERVICIOS TORQUE SA,20/01/2014,
3 TRIM 2014,1490,PLANIFICACION Y SELECCION,INTERNA I,CASTIGLIONE ROMINA,D'APICE ADRIANA,30710631049,SERVICIOS TORQUE SA,25/07/2014,
3 TRIM 2015,1672,PLANIFICACION Y SELECCION,INTERNA I,CASTIGLIONE ROMINA,D'APICE ADRIANA,30710631049,SERVICIOS TORQUE SA,25/07/2014,
4 TRIM 2014,1394,PLANIFICACION Y SELECCION,INTERNA I,CASTIGLIONE ROMINA,D'APICE ADRIANA,30710631049,SERVICIOS TORQUE SA,25/07/2014,
1 TRIM 2014,1461,EXTERNA A,III,KOLISNKI LAURA,MARTIN CAROLINA,30700959828,SERVICIOS Y TECNOLOGIA AEROPORTUARIOS S.A.,19/07/2013,
1 TRIM 2015,1576,EXTERNA A,III,KOLISNKI LAURA,MARTIN CAROLINA,30700959828,SERVICIOS Y TECNOLOGIA AEROPORTUARIOS S.A.,19/07/2013,
2 TRIM 2014,1454,EXTERNA A,III,KOLISNKI LAURA,MARTIN CAROLINA,30700959828,SERVICIOS Y TECNOLOGIA AEROPORTUARIOS S.A.,19/07/2013,
3 TRIM 2014,1491,EXTERNA A,III,KOLISNKI LAURA,MARTIN CAROLINA,30700959828,SERVICIOS Y TECNOLOGIA AEROPORTUARIOS S.A.,19/07/2013,
4 TRIM 2014,1395,EXTERNA A,III,KOLISNKI LAURA,MARTIN CAROLINA,30700959828,SERVICIOS Y TECNOLOGIA AEROPORTUARIOS S.A.,19/07/2013,
1 TRIM 2014,1462,PLANIFICACION Y SELECCION,C,VANESA LOMBARDO,GERMAN ARAMBURU,30645722554,SERVINORTE S.A.,13/01/2014,
2 TRIM 2014,1455,PLANIFICACION Y SELECCION,INTERNA II,LOMBARDO VANESA,GERMAN ARAMBURU,30645722554,SERVINORTE S.A.,13/01/2014,
2 TRIM 2015,1627,PLANIFICACION Y SELECCION,INTERNA II,LOMBARDO VANESA,ARAMBURU GERMAN,30645722554,SERVINORTE S.A.,13/01/2014,14/04/2015
3 TRIM 2014,1492,PLANIFICACION Y SELECCION,INTERNA II,LOMBARDO VANESA,ARAMBURU GERMAN,30645722554,SERVINORTE S.A.,13/01/2014,24/09/2014
3 TRIM 2015,1673,PLANIFICACION Y SELECCION,INTERNA II,LOMBARDO VANESA,ARAMBURU GERMAN,30645722554,SERVINORTE S.A.,13/01/2014,14/04/2015
4 TRIM 2014,1396,PLANIFICACION Y SELECCION,INTERNA II,LOMBARDO VANESA,ARAMBURU GERMAN,30645722554,SERVINORTE S.A.,13/01/2014,
1 TRIM 2014,1463,EXTERNA D,SELLOS,REZK FRANCISCO,CHIRICO MARIA,30647727545,SES SA,17/01/2014,
2 TRIM 2014,1456,EXTERNA D,SELLOS,REZK FRANCISCO,CHIRICO MARIA,30647727545,SES SA,17/01/2014,
1 TRIM 2014,1464,PLANIFICACION Y SELECCION,D,MARIA LAURA FORTUNA,CAPARRA MARCELA,33655524679,SETEX SA,,
1 TRIM 2015,1577,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,33655524679,SETEX SA,27/05/2014,41775
2 TRIM 2015,1628,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,33655524679,SETEX SA,27/05/2014,16/05/2014
3 TRIM 2014,1493,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,33655524679,SETEX SA,30/06/2014,
3 TRIM 2015,1674,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,33655524679,SETEX SA,30/06/2014,
4 TRIM 2014,1397,PLANIFICACION Y SELECCION,INTERNA I,FORTUNA MARIA LAURA,CAPARRA MARCELA,33655524679,SETEX SA,30/06/2014,
2 TRIM 2015,1629,CONCURSOS Y QUIEBRAS,,DOMINGUEZ MARIA LUZ,GUMUCIO HUMBERTO,20165591357,SETTON DAVID RUBEN,29/06/2015,
1 TRIM 2015,1578,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,CARDONE MARIANO,ALVAREZ PABLO,30539327077,SETUAIN SACIFIA,22/12/2014,
2 TRIM 2015,1630,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,CARDONE MARIANO,ALVAREZ PABLO,30539327077,SETUAIN SACIFIA,22/12/2014,
4 TRIM 2014,1398,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,CARDONE MARIANO,ALVAREZ PABLO,30539327077,SETUAIN SACIFIA,22/12/2014,
2 TRIM 2014,1457,CONCURSOS Y QUIEBRAS,,CAMELINO  SUSANA,GUMUCIO HUMBERTO,30682652655,S'FABRIS PRODUCCIONES S.A.,22/07/2014,
1 TRIM 2015,1579,EXTERNA B,IV,COHEN LEONOR ,SPERONI MARCELO,30709987611,SGI ARGENTINA SA,23/12/2014,
4 TRIM 2014,1399,EXTERNA B,IV,COHEN LEONOR ,SPERONI MARCELO,30709987611,SGI ARGENTINA SA,,
2 TRIM 2014,1458,EXTERNA C,IX,BUJANDA ROMINA,SANTORA ALEJANDRO,27941492253,SHE HAIHUA,N/L,
2 TRIM 2015,1631,EXTERNA F,B,SAGOL VALERIA,PINTO JORGE,27944486157,SHEN XIAOFEN,16/06/2015,
3 TRIM 2015,1675,EXTERNA F,B,SAGOL VALERIA,PINTO JORGE,27944486157,SHEN XIAOFEN,16/06/2015,
1 TRIM 2015,1580,EXTERNA F,B,TROVATO ROMINA,ZELVYS SERGIO,27942361179,"SHI, HAINING",29/12/2014,
2 TRIM 2014,1459,CONCURSOS Y QUIEBRAS,,MUNIZ CLAUDIO,GUMUCIO HUMBERTO,20242290950,SHIFF GONZALO JAVIER,08/07/2014,
2 TRIM 2015,1632,CONCURSOS Y QUIEBRAS,,GUTIERREZ ALICIA,LENGARD CRISTINA,30708661984,SHIMISA DE COMERCIO EXTERIOR SA,18/05/2015,
3 TRIM 2015,1676,CONCURSOS Y QUIEBRAS,,GUTIERREZ ALICIA,LENGARD CRISTINA,30708661984,SHIMISA DE COMERCIO EXTERIOR SA,29/05/2015,
1 TRIM 2014,1465,OPERATIVOS,C,RIVERO TERRAZAS NOEMI,PINTO JORGE,27929091529,SHIN PIL JA,22/04/2014,
1 TRIM 2015,1581,EXTERNA F,B,RIVERO TERRAZAS NOEMI,PINTO JORGE,27929091529,SHIN PIL JA,22/04/2014,TRANSFERENCIA
2 TRIM 2014,1460,EXTERNA F,B,RIVERO TERRAZAS NOEMI,PINTO JORGE,27929091529,SHIN PIL JA,,
2 TRIM 2015,1633,EXTERNA F,B,RIVERO TERRAZAS NOEMI,PINTO JORGE,27929091529,SHIN PIL JA,22/04/2014,TRANSFERENCIA
3 TRIM 2014,1494,EXTERNA F,B,RIVERO TERRAZAS NOEMI,PINTO JORGE,27929091529,SHIN PIL JA,22/04/2014,
3 TRIM 2015,1677,EXTERNA F,B,RIVERO TERRAZAS NOEMI,PINTO JORGE,27929091529,SHIN PIL JA,22/04/2014,TRANSFERENCIA
1 TRIM 2014,1466,EXTERNA B,VI,SIMUTIS ALEJANDRA,BOTANA ANTONIO,30710878313,SIBERIA S.A.,07/05/2012,04/06/2013
1 TRIM 2015,1582,EXTERNA B,VI,SIMUTIS ALEJANDRA,BOTANA ANTONIO,30710878313,SIBERIA S.A.,07/05/2012,04/06/2013
2 TRIM 2014,1461,EXTERNA B,VI,SIMUTIS ALEJANDRA,BOTANA ANTONIO,30710878313,SIBERIA S.A.,07/05/2012,04/06/2013
2 TRIM 2015,1634,EXTERNA B,VI,SIMUTIS ALEJANDRA,BOTANA ANTONIO,30710878313,SIBERIA S.A.,07/05/2012,04/06/2013
3 TRIM 2014,1495,EXTERNA B,VI,SIMUTIS ALEJANDRA,BOTANA ANTONIO,30710878313,SIBERIA S.A.,07/05/2012,04/06/2013
3 TRIM 2015,1678,EXTERNA B,VI,SIMUTIS ALEJANDRA,BOTANA ANTONIO,30710878313,SIBERIA S.A.,07/05/2012,04/06/2013
4 TRIM 2014,1400,EXTERNA B,VI,SIMUTIS ALEJANDRA,BOTANA ANTONIO,30710878313,SIBERIA S.A.,07/05/2012,04/06/2013
1 TRIM 2014,1467,EXTERNA A,I,PETRONE MARIA,GONZALEZ CLAUDIA,30611152775,SICIALL SA,25/09/2012,
2 TRIM 2014,1462,EXTERNA A,I,PETRONE MARIA,GONZALEZ CLAUDIA,30611152775,SICIALL SA,25/09/2012,
3 TRIM 2014,1496,EXTERNA A,I,PETRONE MARIA,GONZALEZ CLAUDIA,30611152775,SICIALL SA,25/09/2012,
4 TRIM 2014,1401,EXTERNA A,I,LOPEZ KADAR MARCELO,GONZALEZ CLAUDIA,30611152775,SICIALL SA,25/09/2012,01/12/2014
1 TRIM 2015,1583,EXTERNA E,II,GOMEZ NELIDA,ARFUSO VIVIANA,30700883937,SIDERCON SA,20/10/2014,
2 TRIM 2015,1635,EXTERNA E,II,GOMEZ NELIDA,ARFUSO VIVIANA,30700883937,SIDERCON SA,20/10/2014,
3 TRIM 2014,1497,EXTERNA E,II,GOMEZ NELIDA,ARFUSO VIVIANA,30700883937,SIDERCON SA,20/10/2014,
3 TRIM 2015,1679,EXTERNA E,II,GOMEZ NELIDA,ARFUSO VIVIANA,30700883937,SIDERCON SA,21/10/2014,
4 TRIM 2014,1402,EXTERNA E,II,GOMEZ NELIDA,ARFUSO VIVIANA,30700883937,SIDERCON SA,20/10/2014,
2 TRIM 2014,1463,CONCURSOS Y QUIEBRAS,,RODRIGUEZ ROBERTO,GUMUCIO HUMBERTO,30663191000,SIDERFER S.R.L.,08/07/2014,
1 TRIM 2014,1468,EXTERNA A,III,SAVI MARIA EUGENIA,MARTIN CAROLINA,30707204652,SIDESYS S.A.,11/06/2012,30/04/2014
2 TRIM 2014,1464,EXTERNA A,III,SAVI MARIA EUGENIA,MARTIN CAROLINA,30707204652,SIDESYS S.A.,11/06/2012,30/04/2014
1 TRIM 2014,1469,EXTERNA E,II,PATANE GRACIELA,SOUTO CARLOS,30710889461,SIDIGO SRL,02/06/2014,
1 TRIM 2015,1584,EXTERNA F,A,PATANE GRACIELA,SOUTO CARLOS,30710889461,SIDIGO SRL,02/06/2014,
2 TRIM 2014,1465,EXTERNA F,A,PATANE GRACIELA,CARLOS SOUTO,30710889461,SIDIGO SRL,02/06/2014,
2 TRIM 2015,1636,EXTERNA F,A,KARIN EDUARDO DANIEL,SOUTO CARLOS,30710889461,SIDIGO SRL,26/05/2015,TRANSFERENCIA
3 TRIM 2014,1498,EXTERNA F,A,PATANE GRACIELA,SOUTO CARLOS,30710889461,SIDIGO SRL,02/06/2014,
3 TRIM 2015,1680,EXTERNA F,A,KARIN EDUARDO DANIEL,CARLOS SOUTO,30710889461,SIDIGO SRL,26/05/2015,TRANSFERENCIA
4 TRIM 2014,1403,EXTERNA F,A,PATANE GRACIELA,SOUTO CARLOS,30710889461,SIDIGO SRL,02/06/2014,
2 TRIM 2015,1637,EXTERNA D,SELLOS,TROBO LAURA,MERA ANDREA,30501317019,SIDUS SA,18/06/2015,
3 TRIM 2015,1681,EXTERNA D,SELLOS,TROBO LAURA,MERA ANDREA,30501317019,SIDUS SA,18/06/2015,
2 TRIM 2015,1638,EXTERNA D,I0,GALVEZ GRISELDA,PEREZ PATRICIA,30649627572,SIDWAY S.A.,27/12/2011,23/06/2015
3 TRIM 2015,1682,EXTERNA D,I0,GALVEZ GRISELDA,PEREZ PATRICIA,30649627572,SIDWAY S.A.,27/12/2011,23/06/2015
2 TRIM 2015,1639,CONCURSOS Y QUIEBRAS,,GUEVARA LIA,GUMUCIO HUMBERTO,30699378468,SIEMBRA Y COSECHA S.A.,11/06/2015,
1 TRIM 2015,1585,EXTERNA E,I,FERRARO LAURA,FERNANDEZ JUAN,30712554491,SIEMPRE 21 SRL,27/08/2014,
2 TRIM 2015,1640,EXTERNA E,I,FERRARO LAURA,FERNANDEZ JUAN,30712554491,SIEMPRE 21 SRL,27/08/2014,
3 TRIM 2014,1499,EXTERNA E,I,FERRARO LAURA,FERNANDEZ JUAN,30712554491,SIEMPRE 21 SRL,27/08/2014,
3 TRIM 2015,1683,EXTERNA E,I,FERRARO LAURA,FERNANDEZ JUAN,30712554491,SIEMPRE 21 SRL,02/09/2014,
4 TRIM 2014,1404,EXTERNA E,I,FERRARO LAURA,FERNANDEZ JUAN,30712554491,SIEMPRE 21 SRL,27/08/2014,
3 TRIM 2015,1684,EXTERNA F,B,PANTANO HORACIO,ZELVYS SERGIO,20084377237,"SIERRA, JORGE MARIO",02/07/2015,
1 TRIM 2015,1586,EXTERNA B,V,SICILIANO MARIA ROSA,CAPUTO ROMINA,33711524989,SIERRATECH S.A.,19/02/2015,18/03/2015
2 TRIM 2015,1641,EXTERNA B,V,SICILIANO MARIA ROSA,CAPUTO ROMINA,33711524989,SIERRATECH SA,19/02/2015,18/03/2015
3 TRIM 2015,1685,EXTERNA B,V,SICILIANO MARIA ROSA,CAPUTO ROMINA,33711524989,SIERRATECH SA,19/02/2015,18/03/2015
1 TRIM 2015,1587,EXTERNA F,A,DE LUSARRETA MARTIN,LENGARD CRISTINA,33708483449,SIETEPHARMA SA,10/07/2014,
2 TRIM 2014,1466,EXTERNA F,A,DE LUSARRETA MARTIN,LENGARD CRISTINA,33708483449,SIETEPHARMA SA,10/07/2014,
2 TRIM 2015,1642,CONCURSOS Y QUIEBRAS,,DE LUSARRETA MARTIN,GIAMMARCHE DANIEL,33708483449,SIETEPHARMA SA,01/07/2014,
3 TRIM 2014,1500,EXTERNA F,A,DE LUSARRETA MARTIN,LENGARD CRISTINA,33708483449,SIETEPHARMA SA,10/07/2014,
4 TRIM 2014,1405,EXTERNA F,A,DE LUSARRETA MARTIN,LENGARD CRISTINA,33708483449,SIETEPHARMA SA,10/07/2014,
3 TRIM 2014,1501,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA","POLICANO, ANTONIO",30707735607,SIFER SA,24/09/2014,
4 TRIM 2014,1406,CONCURSOS Y QUIEBRAS,,"RODRIGUEZ, MONICA","POLICANO, ANTONIO",30707735607,SIFER SA,24/09/2014,
2 TRIM 2014,1467,EXTERNA F,A,CANDIA SILVIA,MANCHINI HERNAN,27142234365,SIGALEVICH CLAUDIA JUDITH,15/07/2014,
2 TRIM 2015,1643,EXTERNA A,I,MILAN ORDOQUI JAVIER,AIELLO EDUARDO,30693136802,SIGMA ALDRICH DE ARGENTINA S.R.L.,23/06/2015,
3 TRIM 2015,1686,EXTERNA A,I,MILAN ORDOQUI JAVIER,AIELLO EDUARDO,30693136802,SIGMA ALDRICH DE ARGENTINA S.R.L.,23/06/2015,
1 TRIM 2015,1588,EXTERNA C,VIII,FERNANDEZ LAVIA JOAQUIN,SANCHEZ ARIAS HILDA,30657693886,SIGN PUBLICIDAD SRL,27/01/2015,
2 TRIM 2015,1644,EXTERNA C,VIII,FERNANDEZ LAVIA JOAQUIN,SANCHEZ ARIAS HILDA,30657693886,SIGN PUBLICIDAD SRL,27/01/2015,
3 TRIM 2015,1687,EXTERNA C,VIII,FERNANDEZ LAVIA JOAQUIN,SANCHEZ ARIAS HILDA,30657693886,SIGN PUBLICIDAD SRL,27/01/2015,
1 TRIM 2015,1589,EXTERNA A,II,RIVEIRA SERGIO,LEGUIZAMON EMANUEL,30584351884,SIGNOTEL SA,03/08/2011,03/02/2015
1 TRIM 2014,1470,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,20166827478,SILBERGLEIT GERARDO ISRAEL,18/10/2013,
2 TRIM 2014,1468,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,20166827478,SILBERGLEIT GERARDO ISRAEL,18/10/2013,
3 TRIM 2014,1502,EXTERNA D,I0,ANDRADA ELEONORA,PEREZ PATRICIA,20166827478,SILBERGLEIT GERARDO ISRAEL,18/10/2013,
1 TRIM 2014,1471,EXTERNA C,IX,CORREA GUSTAVO,SANTORA ALEJANDRO,30627296084,SILKEY SA,16/06/2010,01/11/2011
2 TRIM 2014,1469,EXTERNA C,IX,CORREA GUSTAVO,SANTORA ALEJANDRO,30627296084,SILKEY SA,16/06/2010,01/11/2011
3 TRIM 2015,1688,PUBLICIDAD REG SIMPL Y OPERATIVOS,A,ALEGRE SOLEDAD,MELILLO MARCELO,30627296084,SILKEY SA,20/07/2015,
1 TRIM 2014,1472,EXTERNA D,I0,GUERRA MAGALI,RUBIO MARCELO,30604323572,SILTAC SRL,27/03/2012,
2 TRIM 2014,1470,EXTERNA D,I0,GUERRA MAGALI,RUBIO MARCELO,30604323572,SILTAC SRL,27/03/2012,
1 TRIM 2014,1473,EXTERNA D,SELLOS,PEDRO ROMINA,ALFARO NADIA,30709599697,SILVER FREIGHT LOGISTIC SRL,21/10/2013,
1 TRIM 2015,1590,EXTERNA C,VIII,MOYA PATRICIA,GONIONDZKY SILVINA,27181716776,SILVIA SUSANA GERONIMO,18/11/2014,
2 TRIM 2015,1645,EXTERNA C,VIII,MOYA PATRICIA,GONIONDZKY SILVINA,27181716776,SILVIA SUSANA GERONIMO,18/11/2014,
3 TRIM 2015,1689,EXTERNA C,VIII,MOYA PATRICIA,GONIONDZKY SILVINA,27181716776,SILVIA SUSANA GERONIMO,18/11/2014,
4 TRIM 2014,1407,EXTERNA C,VIII,MOYA PATRICIA,GONIONDZKY SILVINA,27181716776,SILVIA SUSANA GERONIMO,18/11/2014,
3 TRIM 2015,1690,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,CARDONE MARIANO,ZOCCALI JOSE LUIS,30500625194,SIMMONS DE ARG SAIC,07/07/2015,
1 TRIM 2014,1474,EXTERNA E,I,BUONO ANA MARIA,PATANE ALICIA,30569193768,SIMO RODOLFO Y SIMO E,23/05/2014,
2 TRIM 2014,1471,EXTERNA E,I,BUONO ANA MARIA,PATANE ALICIA,30569193768,SIMO RODOLFO Y SIMO E,23/05/2014,
1 TRIM 2015,1591,EXTERNA E,I,FERRARO LAURA,FERNANDEZ JUAN,30529193768,SIMO RODOLFO Y SIMO EDUARDO SH,19/02/2015,TRANSFERENCIA
2 TRIM 2015,1646,EXTERNA E,I,FERRARO LAURA,FERNANDEZ JUAN,30529193768,SIMO RODOLFO Y SIMO EDUARDO SH,19/02/2015,TRANSFERENCIA
3 TRIM 2014,1503,EXTERNA E,I,BUONO ANA MARIA,FERNANDEZ JUAN,30569193768,SIMO RODOLFO Y SIMO EDUARDO SH,23/05/2014,
3 TRIM 2015,1691,EXTERNA E,I,FERRARO LAURA,FERNANDEZ JUAN,30529193768,SIMO RODOLFO Y SIMO EDUARDO SH,02/06/2014,19/02/2015
4 TRIM 2014,1408,EXTERNA E,I,BUONO ANA MARIA,FERNANDEZ JUAN,30569193768,SIMO RODOLFO Y SIMO EDUARDO SH,23/05/2014,
1 TRIM 2014,1475,EXTERNA D,I0,ONGARO JORGELINA,CEPURBEDA JORGE,30552431754,SIMONI MAXIMO Y SIMONI RITA SH,13/01/2014,
1 TRIM 2015,1592,EXTERNA D,I0,ONGARO JORGELINA,CEPURBEDA JORGE,30552431754,SIMONI MAXIMO Y SIMONI RITA SH,13/01/2014,
2 TRIM 2014,1472,EXTERNA D,I0,ONGARO JORGELINA,CEPURBEDA JORGE,30552431754,SIMONI MAXIMO Y SIMONI RITA SH,13/01/2014,
3 TRIM 2014,1504,EXTERNA D,I0,ONGARO JORGELINA,CEPURBEDA JORGE,30552431754,SIMONI MAXIMO Y SIMONI RITA SH,13/01/2014,
4 TRIM 2014,1409,EXTERNA D,I0,ONGARO JORGELINA,CEPURBEDA JORGE,30552431754,SIMONI MAXIMO Y SIMONI RITA SH,13/01/2014,
1 TRIM 2014,1476,EXTERNA E,II,NEME CAROLINA,SOUTO CARLOS,30618988771,SINCRONICO S.A,24/08/2012,
2 TRIM 2014,1473,EXTERNA E,II,NEME CAROLINA,SOUTO CARLOS,30618988771,SINCRONICO S.A,24/08/2012,
3 TRIM 2015,1692,EXTERNA A,I,VAINER PABLO,AIELLO EDUARDO,30618988771,SINCRONICO S.A.,N/L,
3 TRIM 2014,1505,EXTERNA F,A,NEME CAROLINA,SOUTO CARLOS,30618988771,SINCRONICO SA,06/10/2014,
1 TRIM 2014,1477,EXTERNA D,SELLOS,USAI GABRIELA,ALFARO NADIA,30564066784,SINTEPLAST S.A.,20/03/2014,
2 TRIM 2014,1474,EXTERNA D,SELLOS,USAI GABRIELA,ALFARO NADIA,30564066784,SINTEPLAST S.A.,20/03/2014,
3 TRIM 2014,1506,EXTERNA D,SELLOS,USAI GABRIELA,ALFARO NADIA,30564066784,SINTEPLAST S.A.,20/03/2014,
4 TRIM 2014,1410,EXTERNA D,SELLOS,USAI GABRIELA,ALFARO NADIA,30564066784,SINTEPLAST S.A.,20/03/2014,
1 TRIM 2015,1593,EXTERNA D,SELLOS,USAI GABRIELA,ALFARO NADIA,30564066784,SINTEPLAST SA,20/03/2014,
2 TRIM 2015,1647,CONCURSOS Y QUIEBRAS,,CRISPINO PAULO,GIAMMARCHE DANIEL,30561666802,SINTERMETAL SAIC,30/05/2015,
3 TRIM 2015,1693,CONCURSOS Y QUIEBRAS,,CRISPINO PAULO,GIAMMARCHE DANIEL,30561666802,SINTERMETAL SAIC,30/05/2015,
1 TRIM 2014,1478,OPERATIVOS,B,JULIAN YAMIL,GARIB JOSE LUIS,30710632185,SIOFER INV. SA,21/05/2014,
3 TRIM 2015,1694,PUBLICIDAD REG SIMPL Y OPERATIVOS,B,BIANCHI CLAUDIO,ALVAREZ PABLO,20934763905,SIRERA PEDRO,10/09/2015,
1 TRIM 2014,1479,EXTERNA C,VII,LENAGHAN OSVALDO,BREPPE MARISA,30528650003,SIRO SA,20/03/2013,
1 TRIM 2015,1594,EXTERNA C,VII,LENAGHAN OSVALDO,BREPPE MARISA,30528650003,SIRO SA,20/03/2013,18/03/2013
1 TRIM 2015,1595,EXTERNA D,SELLOS,MERLO CESAR,BEITONE VANESA,30528650002,SIRO SA,29/09/2014,
2 TRIM 2014,1475,EXTERNA C,VII,LENAGHAN OSVALDO,BREPPE MARISA,30528650003,SIRO SA,20/03/2013,
